225600361, Dang Dinh Trang, 09535629127, 98; Xã Vân Hà; Huyện Đông Anh; Thành phố Hà Nội,  Đồng hồ điện tử nam nữ AOSUN Q121 mẫu mới tuyệt đẹp, 28000, 9, 252000
1466329424, Hoang Cam Thuong, 09588389422, 13; Phường Khương Đình; Quận Thanh Xuân; Thành phố Hà Nội,  [Core I3 , 4900, 3, 14700
76296196, Hoa Dinh Doan, 09796030698, 15; Xã Thụy An; Huyện Ba Vì; Thành phố Hà Nội,  Màn Hình Máy Tính Cong Full Viền 24inch 75Hz Mới HUGON Q24, 1899, 9, 17091
262428913, Duong Dinh Tuyet, 09533498302, 55; Xã Ba Trại; Huyện Ba Vì; Thành phố Hà Nội,  Nhãn in Brother TZE, 260000, 3, 780000
1858813500, Dang Dinh Dung, 09131121003, 43; Xã Tân Minh; Huyện Sóc Sơn; Thành phố Hà Nội,  Nhãn in Brother TZE, 429000, 5, 2145000
1633881591, An Duc Thuong, 09395702336, 41; Xã Liên Hồng; Huyện Đan Phượng; Thành phố Hà Nội,  Nhãn in Brother TZE, 320000, 4, 1280000
774505748, Vu Huu Nong, 09645649050, 94; Xã Hoa Sơn; Huyện Ứng Hòa; Thành phố Hà Nội,  Ổ cứng SSD ADATA, 665000, 4, 2660000
1219722169, Duong Huu Dong, 09409693542, 89; Xã Đồng Thái; Huyện Ba Vì; Thành phố Hà Nội,  túi chống sốc laptop 15, 50000, 8, 400000
2139083768, Vuong Hoang Dong, 09425663242, 59; Xã Đại Thịnh; Huyện Mê Linh; Thành phố Hà Nội,  Pin sạc chuột thông minh i, 50000, 6, 300000
557154349, Mac Dinh Nong, 09584068164, 84; Phường Phú Lương; Quận Hà Đông; Thành phố Hà Nội,  Hộp mực máy in Xerox P115W , 139000, 2, 278000
1064442723, Ly Dinh Si, 09306930318, 94; Xã Phù Đổng; Huyện Gia Lâm; Thành phố Hà Nội,  cạc hình asus gtx1050ti 4g CERBERUS, 2650, 1, 2650
1550065951, Vuong Huu Nghi, 09810276228, 19; Xã Đặng Xá; Huyện Gia Lâm; Thành phố Hà Nội,  thanh lý cây máy tính chơi game, 2800, 9, 25200
834316700, Hoa Huu Hong, 09716119370, 68; Phường Xuân La; Quận Tây Hồ; Thành phố Hà Nội,  cây máy tính văn phòng, 1850, 6, 11100
1440045637, Vuong Hanh Tam, 09856324537, 2; Phường Ngô Thì Nhậm; Quận Hai Bà Trưng; Thành phố Hà Nội,  Card đồ họa ASUS CERBERUS GTX1050TI, 2450, 2, 4900
706319369, Pham Huu Dong, 09909158431, 20; Xã Tân Phú; Huyện Quốc Oai; Thành phố Hà Nội,  Bộ máy tính để bàn MSI H310M, 7650, 6, 45900
1967517814, Kha Thu Nhi, 09505124889, 39; Xã Đồng Tân; Huyện Ứng Hòa; Thành phố Hà Nội,  Bộ máy tính để bàn DELL Optiplex 3130, 2550, 2, 5100
1118703392, Le Hoang Thuong, 09963783811, 91; Xã Minh Châu; Huyện Ba Vì; Thành phố Hà Nội,  Cây máy tính đồng bộ HP Pro , 3100, 6, 18600
828579859, Dang Dinh Tam, 09313996408, 9; Phường Sơn Lộc; Thị xã Sơn Tây; Thành phố Hà Nội,  Cây máy tính đồng bộ HP , 3200, 6, 19200
1657723065, Ho Chau Hien, 09682745548, 1; Xã Tân Phú; Huyện Quốc Oai; Thành phố Hà Nội,  Nhãn in Brother TZE, 495000, 3, 1485000
2046200924, Do Xuan Tho, 09381697583, 92; Phường Bồ Đề; Quận Long Biên; Thành phố Hà Nội,  Nhãn in Brother TZE, 495000, 2, 990000
695806610, Hoang Xuan Hue, 09092399118, 78; Xã Cộng Hòa; Huyện Quốc Oai; Thành phố Hà Nội,  Nhãn in Brother TZE, 260000, 7, 1820000
1373236355, Vu Dai Nhat, 09799032861, 23; Xã Duyên Hà; Huyện Thanh Trì; Thành phố Hà Nội,  MÁY SOI GIẤY TỜ CÀ VET XE TẶNG MÁY SOI MINI, 1250, 8, 10000
976664176, Tran Dinh Dong, 09609939072, 92; Phường Việt Hưng; Quận Long Biên; Thành phố Hà Nội,  máy chấm công vân tay và thẻ, 3200, 8, 25600
1577292011, Dang Cam Trang, 09322791696, 37; Phường Mai Động; Quận Hoàng Mai; Thành phố Hà Nội,  MÁY CHẤM CÔNG DẤU VÂN TAY VÀ THẺ DATHACO 3000, 2300, 1, 2300
1008690309, Ho Dai Duyen, 09862655568, 11; Phường Kim Liên; Quận Đống Đa; Thành phố Hà Nội,  MÁY CHẤM CÔNG DẤU VÂN TAY 4000TIDPro, 3600, 5, 18000
822113945, Tran Huu Tam, 09767050277, 76; Xã Lê Thanh; Huyện Mỹ Đức; Thành phố Hà Nội,  Card capture tín hiệu Video USB 3, 4450, 3, 13350
359288817, Pham Huu Hien, 09785025751, 31; Xã Phượng Dực; Huyện Phú Xuyên; Thành phố Hà Nội,  máy chấm công dấu vân tay giá rẻ DTC F1500, 2300, 4, 9200
1990615602, Bach Hoang Phuc, 09047956729, 49; Phường Trung Hoà; Quận Cầu Giấy; Thành phố Hà Nội,  HỘP BẢO VỆ MÁY KIỂM SOÁT CỬA, 850000, 2, 1700000
628686201, Chu Hanh Phuc, 09393940911, 2; Phường Ngọc Hà; Quận Ba Đình; Thành phố Hà Nội,  CPU xeon e3 1231 v3, 2350, 2, 4700
709436967, Bach Thi Duyen, 09961863262, 2; Xã Vĩnh Quỳnh; Huyện Thanh Trì; Thành phố Hà Nội,  SSD 128g dss chính hãng, 595000, 8, 4760000
677896225, Chu Thu Trang, 09327940891, 24; Xã Tam Hiệp; Huyện Phúc Thọ; Thành phố Hà Nội,  Ổ CỨNG SSD EEKOO 120GB, 395000, 4, 1580000
1001106240, Diep Xuan Nghi, 09333324153, 55; Phường Xuân Phương; Quận Nam Từ Liêm; Thành phố Hà Nội,  Dây mạng đúc 2 đầu dài 3 mét, 8000, 7, 56000
58201435, Bach Huu Hong, 09052007576, 3; Xã Nguyễn Trãi; Huyện Thường Tín; Thành phố Hà Nội,  laptop cũ giá rẻ DELL Core i5 laptop cũ giá rẻ, 2700, 1, 2700
1086458660, Phan Chau Lan, 09901276501, 15; Xã Đức Giang; Huyện Hoài Đức; Thành phố Hà Nội,  Laptop cũ giá rẻ DELL Core i5 laptop cũ giá rẻ hàng đẹp, 2500, 9, 22500
57248179, Phan Duc Tuyet, 09012772515, 15; Xã Đức Giang; Huyện Hoài Đức; Thành phố Hà Nội,  Máy in HP Color LaserJet Pro 400 M451nw, 8150, 5, 40750
97470597, Vu Van Dung, 09731362494, 16; Xã Vân Hòa; Huyện Ba Vì; Thành phố Hà Nội,  Máy in HP Color LaserJet CP5225n, 29500, 1, 29500
1805784765, Ngo Hoang Tuyet, 09601861088, 4; Phường Thành Công; Quận Ba Đình; Thành phố Hà Nội,  Máy in HP Color LaserJet CP5225dn, 31300, 9, 281700
1585645951, Kha Dai Hien, 09000227761, 68; Xã Đại Mạch; Huyện Đông Anh; Thành phố Hà Nội,  Máy in phun màu HP OfficeJet 8730, 7150, 6, 42900
1826922834, Ho Xuan Nghi, 09563601930, 12; Phường Chương Dương; Quận Hoàn Kiếm; Thành phố Hà Nội,  BỘ LƯU ĐIỆN CỬA CUỐN YH B1000 1000KG , 3200, 5, 16000
370886232, Ho Duc Dong, 09531053357, 81; Xã Xuân Nộn; Huyện Đông Anh; Thành phố Hà Nội,  Trọn bộ 500, 210000, 7, 1470000
1487357630, Dang Duc Loan, 09624301137, 97; Xã Hữu Văn; Huyện Chương Mỹ; Thành phố Hà Nội,  máy in chuyển nhiệt L1800 khổ A3, 6800, 4, 27200
1310036330, Ho Thu Nhat, 09664041551, 53; Phường Giang Biên; Quận Long Biên; Thành phố Hà Nội,  Máy in cầm tay 960, 6390, 6, 38340
1778249266, Nguyen Xuan Duyen, 09137983284, 10; Xã Phú Cát; Huyện Quốc Oai; Thành phố Hà Nội,  Máy quét mã vạch YHD, 449000, 3, 1347000
505498363, Tran Duc Tam, 09927881042, 87; Xã Đại Đồng; Huyện Thạch Thất; Thành phố Hà Nội,  Máy Quét Mã Vạch YHD, 779000, 6, 4674000
465679409, AnhCam Dong, 09124887458, 63; Phường Đức Giang; Quận Long Biên; Thành phố Hà Nội,  Kê tay chuột và bàn phím bọc da PU cao cấp chống đau mỏi cổ tay bộ 2 chiếc – Đệm kê tay cho chuột, 169000, 2, 338000
1243417395, Dang Van Hue, 09567156446, 31; Phường Tứ Liên; Quận Tây Hồ; Thành phố Hà Nội,  Ngàm AM4 AMD cho quạt tản nhiệt CPU Cooler Master T400i – Gông quạt tản nhiệt, 129000, 4, 516000
952788808, Do Cam Tam, 09930714964, 55; Xã Viên An; Huyện Ứng Hòa; Thành phố Hà Nội,  Bán xeon Intel Xeon E3, 799000, 7, 5593000
1883424024, Mac Duc Tam, 09447463234, 76; Phường Viên Sơn; Thị xã Sơn Tây; Thành phố Hà Nội,  Ổ cứng SSD Vaseky V800 240GB 2, 820000, 2, 1640000
798614588, Bui Thi Loan, 09725830802, 22; Phường Minh Khai; Quận Hai Bà Trưng; Thành phố Hà Nội,  Ổ cứng SSD Vaseky V800 120GB mới chuẩn SATA3 bảo hành 36 tháng, 359000, 4, 1436000
542586766, Tran Van Nong, 09059594262, 20; Xã Hồng Quang; Huyện Ứng Hòa; Thành phố Hà Nội,  Nhãn in Brother TZE, 429000, 7, 3003000
1040211000, Chu Chau Linh, 09006703181, 49; Xã Thụy Phú; Huyện Phú Xuyên; Thành phố Hà Nội,  Nhãn in Brother TZE, 462000, 6, 2772000
161906773, Le Duc Tho, 09268271896, 44; Phường Cổ Nhuế 1; Quận Bắc Từ Liêm; Thành phố Hà Nội,  Máy in nhãn Brother PT, 990000, 9, 8910000
305353062, Tran Dinh Cong, 09706748727, 56; Xã Viên Nội; Huyện Ứng Hòa; Thành phố Hà Nội,  Máy in nhãn Brother PT, 3300, 8, 26400
1730480351, Hoang Thu Loc, 09776961863, 40; Phường Mỹ Đình 1; Quận Nam Từ Liêm; Thành phố Hà Nội,  Máy in nhãn Brother PT, 3960, 5, 19800
812227936, Ngo Cam Duyen, 09331609866, 75; Xã Quang Tiến; Huyện Sóc Sơn; Thành phố Hà Nội,  MÁY IN MÃ VẠCH BIXOLON SLP, 7150, 2, 14300
1708860020, Kha Chau Linh, 09462540401, 40; Xã Mai Lâm; Huyện Đông Anh; Thành phố Hà Nội,  Chuột gaming , 148000, 1, 148000
364061162, Trinh Dinh Tho, 09742397558, 57; Phường Phương Mai; Quận Đống Đa; Thành phố Hà Nội,  Chuột máy tính , 49000, 6, 294000
595039431, Dang Thi Hue, 09730406652, 49; Xã Võng Xuyên; Huyện Phúc Thọ; Thành phố Hà Nội,  Chuột không dây , 128000, 8, 1024000
2143856385, Kha Cam Hien, 09981758182, 8; Xã Đặng Xá; Huyện Gia Lâm; Thành phố Hà Nội,  SSD Msata 480GB Crucial Hàng VIP, 1950, 1, 1950
1313633329, Ly Dai Dong, 09552299705, 79; Phường Láng Hạ; Quận Đống Đa; Thành phố Hà Nội,  Laptop cũ chính hãng giá rẻ laptop văn phòng, 1750, 7, 12250
2103469343, Hoa Duc Linh, 09125646464, 24; Xã Xuân Phú; Huyện Phúc Thọ; Thành phố Hà Nội,  Laptop cũ Core i3 250GB laptop chính hãng giá rẻ văn phòng, 2150, 6, 12900
1133450887, Ngo Van Hien, 09879554994, 45; Phường Mai Động; Quận Hoàng Mai; Thành phố Hà Nội,  Laptop cũ Core i5 320GB laptop chính hãng văn phòng chơi game, 2730, 8, 21840
1729108919, Diep Duc Lan, 09422540316, 88; Xã Bạch Hạ; Huyện Phú Xuyên; Thành phố Hà Nội,  Laptop cũ chính hãng laptop giá rẻ 2GB văn phòng, 1299, 8, 10392
1384890429, An Thi Nghi, 09502681756, 71; Xã La Phù; Huyện Hoài Đức; Thành phố Hà Nội,  LAPTOP Cũ Văn phòng Laptop giá rẻ chính hãng, 1520, 2, 3040
1425674017, Hoang Cam Nhi, 09564320568, 96; Phường Lê Đại Hành; Quận Hai Bà Trưng; Thành phố Hà Nội,  Laptop cũ văn phòng laptop giá rẻ chính hãng 2GB, 1285, 1, 1285
1828154140, Vuong Huu Trang, 09591797735, 81; Phường Đội Cấn; Quận Ba Đình; Thành phố Hà Nội,  Bàn phím cơ có dây G413, 1050, 8, 8400
1738093351, Pham Duc Loan, 09360147700, 68; Phường Tràng Tiền; Quận Hoàn Kiếm; Thành phố Hà Nội,  Nhãn in Brother TZE, 440000, 1, 440000
2062383763, An Hanh Duyen, 09906033260, 28; Xã Ngọc Hồi; Huyện Thanh Trì; Thành phố Hà Nội,  Nhãn in Brother TZE, 300000, 3, 900000
2097842161, Kha Dinh Tho, 09004537130, 12; Xã Mai Lâm; Huyện Đông Anh; Thành phố Hà Nội,  Nhãn in Brother TZE, 320000, 8, 2560000
1046683481, Hoang Cam Doan, 09201100283, 51; Xã Châu Sơn; Huyện Ba Vì; Thành phố Hà Nội,  Ổ cứng 500G W tím chuyên dụng cho camera, 295000, 7, 2065000
1570712590, Kha Huu Si, 09301593538, 82; Xã Châu Sơn; Huyện Ba Vì; Thành phố Hà Nội,  Màn Hình Máy Tính Cong 32 inch QHD 2K (2560 x 1440) 75hz Tràn Viền Silijun Q3200C, 2950, 9, 26550
2097511206, Pham Dinh Tuyet, 09387381303, 26; Xã Hoàng Kim; Huyện Mê Linh; Thành phố Hà Nội,  Vỏ Case máy tính mini Beetle Black, 700000, 5, 3500000
1926773737, Le Dai Si, 09546290505, 50; Xã Liên Bạt; Huyện Ứng Hòa; Thành phố Hà Nội,  Vỏ Case máy tính mini N1, 770000, 4, 3080000
1380284646, Bui Huu Hien, 09425488471, 52; Xã Sơn Đồng; Huyện Hoài Đức; Thành phố Hà Nội,  IC Điều khiển sạc Laptop BQ24735RGRR BQ24735 24735 BQ735 VQFN20 chính hãng TEXAS INSTRUMENTS, 50000, 3, 150000
1325690428, An Huu Loan, 09225983547, 33; Xã Chu Phan; Huyện Mê Linh; Thành phố Hà Nội,  IC điều khiển sạc Laptop BQ24728RGRR BQ24728 PQ728 PQ24728 24728 QFN20 mới chính hãng TEXAS INSTRUME, 55000, 4, 220000
736185771, Chu Duc Trang, 09093317762, 66; Xã Sơn Công; Huyện Ứng Hòa; Thành phố Hà Nội,  Màn hình Samsung Odyssey G9 LC49G95TSSEXXV 49 inch 240Hz , 39000, 5, 195000
1420962830, Bui Thu Si, 09834768947, 79; Xã Ba Vì; Huyện Ba Vì; Thành phố Hà Nội,  [FREE SHIP] Máy in nhiệt mini BS Bluetooth Printer, 510000, 7, 3570000
2104129170, Tran Thi Dung, 09608970003, 28; Xã Vân Phúc; Huyện Phúc Thọ; Thành phố Hà Nội,  Máy chiếu Gia Đình Cao Cấp T5 Độ phân giải thật 480P, 1590, 1, 1590
1485745041, Vu Van Duyen, 09205253690, 27; Phường Láng Hạ; Quận Đống Đa; Thành phố Hà Nội,  Màn chiếu treo tường 100 inch, 450000, 4, 1800000
2124540418, Tran Duc Nghi, 09699036227, 81; Phường Hà Cầu; Quận Hà Đông; Thành phố Hà Nội,  Giấy in Canon KP108, 512000, 2, 1024000
940206657, Kha Van Phuong, 09220162617, 79; Xã Đại Hưng; Huyện Mỹ Đức; Thành phố Hà Nội,  Máy in hoá đơn Ep, 1000, 7, 7000
868609573, Ho Chau Phuong, 09544365511, 86; Xã Vạn Phúc; Huyện Thanh Trì; Thành phố Hà Nội,  Webcam Logitech B525 HD 720P, 850000, 8, 6800000
127261105, An Thi Nghi, 09892817843, 15; Xã Phương Đình; Huyện Đan Phượng; Thành phố Hà Nội,  Webcam Logitech C930E , 2680, 1, 2680
2131162970, Tran Thu Cong, 09339794238, 81; Xã Đông La; Huyện Hoài Đức; Thành phố Hà Nội,  Webcam Logitech Conference Group, 22600, 8, 180800
576288477, Ngo Xuan Nhat, 09172374657, 67; Xã Hiền Giang; Huyện Thường Tín; Thành phố Hà Nội,  Webcam Logitech C310 HD, 698000, 5, 3490000
529184969, An Thu Hien, 09857982871, 35; Phường Quan Hoa; Quận Cầu Giấy; Thành phố Hà Nội,  laptop 15in i5 2, 2449, 4, 9796
1281991756, Pham Thi Tuyet, 09158591415, 34; Xã Phương Tú; Huyện Ứng Hòa; Thành phố Hà Nội,  MÁY IN MÀU ĐA NĂNG EP PX, 3700, 1, 3700
732012741, Tran Cam Phuong, 09783182673, 93; Xã Bột Xuyên; Huyện Mỹ Đức; Thành phố Hà Nội,  Máy in 2 mặt Brother 2250dn, 1400, 6, 8400
4324324, Hoang Xuan Doan, 09175848323, 70; Thị trấn Xuân Mai; Huyện Chương Mỹ; Thành phố Hà Nội,  ôc macbook air, 80000, 2, 160000
1811953117, Kha Huu Phuc, 09205782743, 25; Xã Thọ Xuân; Huyện Đan Phượng; Thành phố Hà Nội,  ban le laptop lenovo, 120000, 8, 960000
30439312, Ho Dai Nghi, 09195627595, 80; Phường Xuân Đỉnh; Quận Bắc Từ Liêm; Thành phố Hà Nội,  IC Nguồn Laptop TPS22966DPUR TPS22966 22966 RB966 WSON14 mới chính hãng TEXAS INSTRUMENTS, 45000, 9, 405000
492408798, Hoa Chau Nhi, 09321393343, 26; Xã Liên Ninh; Huyện Thanh Trì; Thành phố Hà Nội,  IC Nguồn TPS51620RHAR TPS51620 51620 QFN40 mới chính hãng TEXAS INSTRUMENTS, 60000, 4, 240000
1660176095, Duong Duc Phuong, 09388441397, 23; Xã Đại Cường; Huyện Ứng Hòa; Thành phố Hà Nội,  Main X79 socket 2011, 1100, 8, 8800
324603194, Bach Van Tuyet, 09347373786, 95; Xã Vạn Thái; Huyện Ứng Hòa; Thành phố Hà Nội,  Phần mềm kas persky internet security 2020 mã kích hoạt, 450000, 7, 3150000
997418178, Bui Huu Nhi, 09752955830, 100; Xã Quang Trung; Huyện Phú Xuyên; Thành phố Hà Nội,  Set 10 mạch bluetooth 5, 650000, 4, 2600000
349969164, Nguyen Huu Loan, 09354857243, 83; Xã Đồng Tiến; Huyện Ứng Hòa; Thành phố Hà Nội,  Mạch bluetooth 12v MP5 giải mã video từ usb và thẻ nhớ, 200000, 1, 200000
2121513862, Ngo Thi Trang, 09596735254, 71; Xã Đồng Thái; Huyện Ba Vì; Thành phố Hà Nội,  Chuột có dây game thủ chính hãng Motospeed V10 RGB Gaming Mouse DPI 4000, 509000, 4, 2036000
1612487493, Ly Chau Nhi, 09004558325, 64; Xã Tiên Phong; Huyện Ba Vì; Thành phố Hà Nội,  COMBO 2 HỘP GIẤY IN ẢNH NHIỆT CANON KP108, 1070, 7, 7490
1981153358, Do Thi Loc, 09813409136, 50; Xã Cổ Loa; Huyện Đông Anh; Thành phố Hà Nội,  Pin laptop Lenovo G400s G405s G410s G500s G505s G510s S410p S510p Z710p, 325000, 5, 1625000
510541171, Nguyen Van Hien, 09151333578, 35; Xã Quang Lãng; Huyện Phú Xuyên; Thành phố Hà Nội,  Hộp mực Brother 2280 2240 2060 Brother HL, 114000, 3, 342000
1468291232, Dang Thi Cong, 09336345671, 46; Phường Liên Mạc; Quận Bắc Từ Liêm; Thành phố Hà Nội,  Mực Nạp 26A 12A 35A 337 Germany, 23000, 7, 161000
836148547, Diep Duc Trang, 09493774289, 23; Xã Vạn Kim; Huyện Mỹ Đức; Thành phố Hà Nội,  Máy chiếu mini YG 520, 2150, 7, 15050
15643461, Ly Cam Dung, 09184759125, 94; Phường Cửa Đông; Quận Hoàn Kiếm; Thành phố Hà Nội,  Bàn phím MIXIE , 75000, 7, 525000
926644093, AnhDai Trang, 09205632769, 55; Phường Phương Mai; Quận Đống Đa; Thành phố Hà Nội,  Bàn phím cơ chuyên game Blue Switch Bosston MK912 , 345000, 6, 2070000
555863007, Nguyen Cam Lan, 09109673640, 45; Xã Chương Dương; Huyện Thường Tín; Thành phố Hà Nội,  Máy in đơn hàng TMĐT HPRT N41 bằng giấy nhiệt dán trự tiếp, 1450, 2, 2900
835694199, Dang Xuan Dong, 09017489437, 26; Xã Phú Đông; Huyện Ba Vì; Thành phố Hà Nội,  Chuột không dây Bosston Q1 , 49000, 9, 441000
969351213, Tran Dinh Hien, 09639911219, 89; Phường Văn Chương; Quận Đống Đa; Thành phố Hà Nội,  Bàn phím CoolerPlus CPK, 180000, 1, 180000
1074890749, Bach Thu Nghi, 09621083177, 62; Xã Liên Hà; Huyện Đan Phượng; Thành phố Hà Nội,  Chuột CoolerPlus CPM, 98000, 9, 882000
1056379879, Bach Thi Linh, 09732310802, 47; Xã Phương Tú; Huyện Ứng Hòa; Thành phố Hà Nội,  Phần mềm diệt virus bảo vệ máy tính TrendMicro, 75000, 3, 225000
1329316604, Hoa Hanh Si, 09573335633, 31; Xã Đa Tốn; Huyện Gia Lâm; Thành phố Hà Nội,  Case Vision V209 (Hông trong suốt), 355000, 1, 355000
1551783687, Nguyen Duc Linh, 09503078429, 75; Xã Viên An; Huyện Ứng Hòa; Thành phố Hà Nội,  Vỏ Case Máy Tính VSP V3707, 240000, 4, 960000
1787018241, Do Duc Thuong, 09350608333, 90; Phường Thổ Quan; Quận Đống Đa; Thành phố Hà Nội,  Cáp chuyển đổi DVI TO VGA 24, 70000, 8, 560000
1856773192, Le Dai Linh, 09320538780, 99; Xã Minh Khai; Huyện Hoài Đức; Thành phố Hà Nội,  CHUỘT KHÔNG DÂY, 57000, 4, 228000
1702163387, Trinh Thu Tuyet, 09880073891, 35; Phường Phương Liên; Quận Đống Đa; Thành phố Hà Nội,  Máy Fax giấy thường Sharp UX, 450000, 8, 3600000
1630383622, Phan Thi Trang, 09242506813, 35; Phường Nguyễn Trãi; Quận Hà Đông; Thành phố Hà Nội,  Mỡ bao lụa zin G8005 , 119000, 3, 357000
2113682881, Dang Hoang Nhat, 09979569380, 29; Xã Bình Minh; Huyện Thanh Oai; Thành phố Hà Nội,  Bàn phím giả cơ chuyên game cao cấp g21 led 7 màu, 82900, 2, 165800
993692293, Mac Thi Nhat, 09481026751, 46; Xã Sài Sơn; Huyện Quốc Oai; Thành phố Hà Nội,  Bộ Bàn Phím Kèm Chuột LED giả cơ chuyên game G21 TẶNG LÓT CHUỘT dc2551, 129000, 7, 903000
6045732, AnhXuan Si, 09659990785, 63; Xã Thạch Đà; Huyện Mê Linh; Thành phố Hà Nội,  Card chuyển PCIe 1X 16X sang PCI thường chân dài cho sound card, 669000, 5, 3345000
678886315, Tran Dai Loc, 09159176016, 12; Xã Tuyết Nghĩa; Huyện Quốc Oai; Thành phố Hà Nội,  Ổ Cứng Chuyên Camera 2T, 1250, 4, 5000
461679694, Kha Xuan Duyen, 09032211930, 17; Xã Tân Ước; Huyện Thanh Oai; Thành phố Hà Nội,  Ổ cứng ổ cứng 500G, 390000, 8, 3120000
592200447, Dang Cam Loan, 09377639142, 35; Phường Quán Thánh; Quận Ba Đình; Thành phố Hà Nội,  Cáp chuyển đổi tín hiệu HDMI sang VGA, 125000, 1, 125000
1673692531, Hoang Chau Dung, 09999481735, 60; Phường Bạch Mai; Quận Hai Bà Trưng; Thành phố Hà Nội,  MÁY IN MÀU A3 PX1004, 3700, 1, 3700
2009560111, Bui Duc Thuong, 09821824502, 8; Xã Duyên Hà; Huyện Thanh Trì; Thành phố Hà Nội,  MÁY IN RICOH 301, 4000, 8, 32000
1201469208, Tran Thu Nhat, 09555894908, 57; Xã Tiền Phong; Huyện Thường Tín; Thành phố Hà Nội,  hộp mica A4, 85000, 7, 595000
304246115, Pham Thi Nhat, 09798157687, 54; Xã Thanh Mai; Huyện Thanh Oai; Thành phố Hà Nội,  BỘ LƯU ĐIỆN UPS SANTAK TG1000 OFFLINE, 139000, 5, 695000
305891298, Le Thi Tho, 09433890399, 46; Xã Liên Hà; Huyện Đan Phượng; Thành phố Hà Nội,  MÀN HÌNH HP 15 in vuông bền đẹp, 350000, 9, 3150000
39194568, Chu Huu Cong, 09738209234, 97; Thị trấn Văn Điển; Huyện Thanh Trì; Thành phố Hà Nội,  chuột v1 3200dpi chuyên cho game thủ, 129000, 1, 129000
1613108394, An Duc Doan, 09272476005, 18; Phường Hàng Đào; Quận Hoàn Kiếm; Thành phố Hà Nội,  phần mềm kas persky anti 2020 mã kích hoạt, 180000, 1, 180000
